label,rows,school_count,mae,median_ae,p95_ae,rmse,wape,bias,mean_error,top100_mean_abs_error,top100_median_abs_error,abs_error_1000_count,actual_base_ratio_3_count,base_le_300_actual_ge_1000_count,level_r2,delta_r2
new_R5_full_no_sampling_optuna_tuned,204043,10407,35.80326571364587,18.5887733621243,128.01860480927198,57.89303832653678,0.09289726071315123,0.708961525970482,0.708961525970482,432.0469337179933,417.7660518363988,0,136,0,0.965448284730583,0.43058691997591836
