label,rows,school_count,mae,median_ae,p95_ae,rmse,wape,bias,mean_error,top100_mean_abs_error,top100_median_abs_error,abs_error_1000_count,actual_base_ratio_3_count,base_le_300_actual_ge_1000_count,level_r2,delta_r2
old_R3_tuned_final,204043,10407,34.29354201835434,18.345010359520927,120.79308403516976,55.23845686822669,0.08898004274627548,-1.7325867698127628,-1.7325867698127628,433.12955252702807,416.34064775310713,0,136,0,0.9685442530672544,0.4816085509570436
