model_label,r_stage,source,prediction_file,model_artifact_status,training_provenance_judgment,label,rows,school_count,mae,median_ae,p95_ae,rmse,wape,bias,mean_error,top100_mean_abs_error,top100_median_abs_error,abs_error_1000_count,actual_base_ratio_3_count,base_le_300_actual_ge_1000_count,level_r2,delta_r2,policy1_overlap,over_700_mae,over_700_p95_ae,over_1000_mae,over_1000_p95_ae,small_school_mae,small_school_p95_ae,recommendation,note
old_R3_tuned_final,R3,existing tuned final prediction,data/v5_r3_r6_rf_hist_tuning_v1/results/predictions_R3_multioutput_1to5_incremental_delta_HistGradientBoostingRegressor_hgb_05_deeper_regularized.csv,incomplete_or_not_found_for_exact_final,B,old_R3_tuned_final,204043,10407,34.29354201835434,18.345010359520927,120.79308403516976,55.23845686822669,0.08898004274627548,-1.7325867698127628,-1.7325867698127628,433.12955252702807,416.34064775310713,0,136,0,0.9685442530672544,0.4816085509570436,0,63.28118972573283,175.44579501838172,74.24540048250844,198.43104628242696,6.856092816390392,19.334041961527006,SELECTED,"Prediction-level metrics and Policy 1 exclusion are verifiable, but old R3 final has incomplete direct training-log/model-artifact provenance compared with the new full retrain artifacts."
new_R5_full_no_sampling_optuna_tuned,R5,fresh full no-sampling Optuna tuned model,output/metrics/v5_full_retrain_no_sampling_v1/optuna_tuned_predictions.csv,present: models/v5_full_retrain_no_sampling_v1/final_tuned_model,A,new_R5_full_no_sampling_optuna_tuned,204043,10407,35.80326571364587,18.5887733621243,128.01860480927198,57.89303832653678,0.09289726071315123,0.708961525970482,0.708961525970482,432.0469337179933,417.7660518363988,0,136,0,0.965448284730583,0.43058691997591836,0,65.85078122099034,189.68225806110323,78.33166018659173,222.57322558880404,7.205499428959514,19.570327663904322,NOT_SELECTED,"Reproducible full no-sampling tuned model, but only replaces R3 if it improves final metrics."
