sido,school_level,year,school_count,valid_coordinate_school_count,total_student_count,mean_student_count,median_student_count,small_school_count,decline_pressure_school_count,isolated_small_school_count,education_gap_risk_school_count,mean_isolation_score,total_delta_from_2025,pct_change_from_2025
경북,중학교,2030,244,244,52770.98335976083,216.27452196623292,108.31153236022524,101,83.0,93.0,87.0,2.945577727701181,-2733.0166402391696,-0.049239994238958806
경북,초등학교,2025,439,439,76209.0,173.5968109339408,53.0,241,,,,2.009463212984189,0.0,0.0
경북,초등학교,2026,439,439,71363.47778059184,162.55917489884246,50.18115277847971,244,,,,2.009463212984189,-4845.522219408158,-0.063582020750937
경북,초등학교,2027,439,439,67194.80317761809,153.0633329786289,47.03638571403546,246,,,,2.009463212984189,-9014.196822381913,-0.1182825758425109
경북,초등학교,2028,439,439,62800.41505598078,143.0533372573594,44.383581913609575,259,,,,2.009463212984189,-13408.584944019218,-0.17594490078624858
경북,초등학교,2029,439,439,58371.146675515956,132.96388764354433,41.6392759121289,265,,,,2.009463212984189,-17837.853324484044,-0.23406491785070063
경북,초등학교,2030,439,439,54321.353372491416,123.7388459510055,39.05485607030952,272,400.0,155.0,187.0,2.009463212984189,-21887.646627508584,-0.28720553514031916
광주,고등학교,2025,59,59,36221.0,613.9152542372881,624.0,0,,,,0.1003030305258095,0.0,0.0
광주,고등학교,2026,59,59,34657.187647043174,587.4099601193758,596.7455721654824,0,,,,0.1003030305258095,-1563.8123529568256,-0.043174190468425105
광주,고등학교,2027,59,59,33433.575373706706,566.6707690458763,570.1831166976222,0,,,,0.1003030305258095,-2787.424626293294,-0.07695603727929361
광주,고등학교,2028,59,59,33063.70097042248,560.4017113630928,563.55229167665,0,,,,0.1003030305258095,-3157.2990295775235,-0.08716763837490747
광주,고등학교,2029,59,59,32788.48324950491,555.7370042288968,557.1215724097451,0,,,,0.1003030305258095,-3432.5167504950878,-0.09476592999903613
광주,고등학교,2030,59,59,32557.512641765486,551.8222481655167,554.4729195678826,0,45.0,0.0,0.0,0.1003030305258095,-3663.4873582345135,-0.1011426343346267
광주,중학교,2025,84,84,38490.0,458.2142857142857,470.0,1,,,,0.11439709879676767,0.0,0.0
광주,중학교,2026,84,84,38457.2699737233,457.824642544325,462.45026737001456,1,,,,0.11439709879676767,-32.73002627670212,-0.0008503514231411307
광주,중학교,2027,84,84,37892.40766854819,451.1000912922404,452.40056491194616,1,,,,0.11439709879676767,-597.5923314518077,-0.015525911443278974
광주,중학교,2028,84,84,37040.10452453116,440.95362529203766,446.7712105026145,1,,,,0.11439709879676767,-1449.8954754688384,-0.03766940700100905
광주,중학교,2029,84,84,36635.485179259354,436.1367283245161,443.39239925144824,1,,,,0.11439709879676767,-1854.5148207406455,-0.04818173085842155
광주,중학교,2030,84,84,36792.081502302055,438.00097026550065,447.3386476043174,1,31.0,1.0,1.0,0.11439709879676767,-1697.918497697945,-0.04411323714465952
