rank,school_key,school_name,sido,sgg,school_level,student_count_2025,pred_student_count_2030,delta_2025_2030,pct_change_2025_2030,isolation_score,nearest_same_level_school_km,same_level_school_count_5km,priority_score_2030,latitude,longitude,coordinate_valid,priority_reason
41,경북|포항시|초등학교|효자초등학교|본교,효자초등학교,경북,포항시,초등학교,1016.0,726.1290504014867,-289.87094959851333,-0.28530605275444226,0.0331311478246343,0.8614098434404941,25.0,61.08466828597204,36.005575,129.3374625,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
42,경기|의정부시|초등학교|의정부호동초등학교|본교,의정부호동초등학교,경기,의정부시,초등학교,949.0,659.1931506515349,-289.8068493484651,-0.30538129541461023,0.0281139658335856,0.843418975007569,29.0,61.19456540103138,37.729461,127.042786,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
43,서울|광진구|초등학교|서울양진초등학교|본교,서울양진초등학교,서울,광진구,초등학교,1238.0,948.3025864539372,-289.69741354606276,-0.23400437281588268,0.0054426869777569,0.4463003321760725,81.0,46.68664972260704,37.5443,127.09821,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
44,충남|공주시|초등학교|공주신월초등학교|본교,공주신월초등학교,충남,공주시,초등학교,1075.0,785.8269454717723,-289.1730545282277,-0.26899819025881644,0.1192068822941933,0.9536550583535468,7.0,66.52146865969112,36.473801,127.149288,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
45,경기|광명시|초등학교|구름산초등학교|본교,구름산초등학교,경기,광명시,초등학교,910.0,621.7519433561326,-288.24805664386736,-0.316756106202052,0.0071979742408855,0.4966602226211025,68.0,52.62375463806387,37.4528854,126.8840989,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
46,대전|서구|초등학교|대전선유초등학교|본교,대전선유초등학교,대전,서구,초등학교,906.0,618.7018781402439,-287.29812185975607,-0.31710609476794266,0.0195852642604538,0.5092168707718007,25.0,60.60136693566771,36.2946239,127.3414289,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
47,서울|강서구|초등학교|서울내발산초등학교|본교,서울내발산초등학교,서울,강서구,초등학교,1071.0,784.3174677220675,-286.6825322779325,-0.267677434433177,0.0065876079272268,0.4874829866147844,73.0,49.151822159631486,37.5515619,126.8379003,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
48,경북|경주시|초등학교|유림초등학교|본교,유림초등학교,경북,경주시,초등학교,984.0,697.7004480295888,-286.29955197041124,-0.2909548292382228,0.0566292004091705,0.8494380061375584,14.0,64.5008857507539,35.8686903,129.2128064,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
49,서울|강서구|초등학교|서울송화초등학교|본교,서울송화초등학교,서울,강서구,초등학교,995.0,708.9751637201713,-286.0248362798287,-0.28746214701490325,0.014061126731462,0.6468118296472531,45.0,55.203574104177015,37.5681509143,126.8180316932,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
50,서울|은평구|초등학교|서울역촌초등학교|본교,서울역촌초등학교,서울,은평구,초등학교,1035.0,749.1975527978874,-285.8024472021126,-0.2761376301469687,0.0101619357739076,0.5792303391127335,56.0,52.30590069543574,37.6015856989,126.9139261065,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
51,충북|청주시|초등학교|창신초등학교|본교,창신초등학교,충북,청주시,초등학교,1006.0,720.2804344214344,-285.7195655785656,-0.2840154727421129,0.0200429852404216,1.142450158704032,56.0,56.2037829155407,36.629772,127.464081,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
52,대구|수성구|초등학교|대구동도초등학교|본교,대구동도초등학교,대구,수성구,초등학교,1405.0,1119.5145146272312,-285.48548537276884,-0.20319251627955076,0.009463237805329,0.6624266463730354,69.0,48.39440071294191,35.8567499408,128.6240398323,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
