sido,sgg,year,school_count,valid_coordinate_school_count,total_student_count,mean_student_count,median_student_count,small_school_count,decline_pressure_school_count,isolated_small_school_count,education_gap_risk_school_count,mean_isolation_score,total_delta_from_2025,pct_change_from_2025
강원,원주시,2025,82,82,30898.0,376.8048780487805,286.5,22,,,,1.3057873542696536,0.0,0.0
강원,원주시,2026,82,82,29813.373691069806,363.5777279398757,285.86024379410725,22,,,,1.3057873542696536,-1084.6263089301938,-0.03510344711405896
강원,원주시,2027,82,82,28902.223954726796,352.4661457893512,276.5417082495213,23,,,,1.3057873542696536,-1995.7760452732036,-0.06459240226788801
강원,원주시,2028,82,82,28042.414812737006,341.9806684480123,265.40166398736915,23,,,,1.3057873542696536,-2855.5851872629937,-0.09241974196591993
강원,원주시,2029,82,82,27247.62534620212,332.28811397807465,257.3833355475923,23,,,,1.3057873542696536,-3650.3746537978805,-0.11814274884451681
강원,원주시,2030,82,82,26490.857012288103,323.059231857172,245.04300246936276,23,49.0,11.0,16.0,1.3057873542696536,-4407.142987711897,-0.1426352187103339
강원,인제군,2025,24,24,2336.0,97.33333333333333,56.0,13,,,,6.7946756840540585,0.0,0.0
강원,인제군,2026,24,24,2267.7747785500133,94.49061577291722,53.19652529341229,13,,,,6.7946756840540585,-68.22522144998675,-0.029206002333042273
강원,인제군,2027,24,24,2180.8395702452463,90.86831542688526,54.3475251287381,13,,,,6.7946756840540585,-155.16042975475375,-0.06642141684706925
강원,인제군,2028,24,24,2094.8693276999597,87.28622198749832,50.85658610153301,13,,,,6.7946756840540585,-241.13067230004026,-0.10322374670378436
강원,인제군,2029,24,24,2012.8914841396129,83.8704785058172,47.723640571383854,14,,,,6.7946756840540585,-323.1085158603871,-0.13831700165256297
강원,인제군,2030,24,24,1918.2091247294582,79.92538019706076,45.61216469932778,14,14.0,14.0,14.0,6.7946756840540585,-417.79087527054185,-0.17884883359184153
강원,정선군,2025,32,32,2060.0,64.375,28.0,24,,,,4.183670105831883,0.0,0.0
강원,정선군,2026,32,32,1977.1557373906926,61.78611679345914,30.072809817131535,25,,,,4.183670105831883,-82.8442626093074,-0.04021566146082884
강원,정선군,2027,32,32,1899.3036283799515,59.353238386873485,27.05411184178253,25,,,,4.183670105831883,-160.69637162004847,-0.07800794738837304
강원,정선군,2028,32,32,1837.9756977850507,57.43674055578283,24.652180991383553,25,,,,4.183670105831883,-222.02430221494933,-0.10777878748298511
강원,정선군,2029,32,32,1787.2712555812693,55.852226736914666,24.287756003652284,25,,,,4.183670105831883,-272.7287444187307,-0.13239259437802461
